index,title,organ,organismId,sex,lifestage
KE 1628,Reduction of L-Dopaquinone,,Not specified,['Not specified'],['Not specified']
KE 1629,Reduction in melanin level,,Not specified,['Not specified'],['Not specified']
KE 1630,Reduction of melanosome level,,Not specified,['Not specified'],['Not specified']
KE 1631,Reduction fo Pigmentation pattern,,Not specified,['Not specified'],['Not specified']
KE 1632,Increase in reactive oxygen and nitrogen species (RONS),,Not specified,['Not specified'],['Not specified']
KE 1634,"Increase, Oxidative DNA damage",organ,9606,['Unspecific'],['All life stages']
KE 1634,"Increase, Oxidative DNA damage",organ,4932,['Unspecific'],['All life stages']
KE 1634,"Increase, Oxidative DNA damage",organ,10090,['Unspecific'],['All life stages']
KE 1634,"Increase, Oxidative DNA damage",organ,10116,['Unspecific'],['All life stages']
KE 1634,"Increase, Oxidative DNA damage",organ,9913,['Unspecific'],['All life stages']
KE 1634,"Increase, Oxidative DNA damage",organ,9606,['Unspecific'],['All life stages']
KE 1634,"Increase, Oxidative DNA damage",organ,9986,['Unspecific'],['All life stages']
KE 1637,Retinaldehyde dehydrogenase inhibition,,Not specified,['Not specified'],['Not specified']
KE 1640,"Altered, Photoreceptor patterning",retina,7955,"['Male', 'Female']","['Embryo', 'Juvenile', 'Larvae', 'All life stages']"
KE 1640,"Altered, Photoreceptor patterning",retina,8022,"['Male', 'Female']","['Embryo', 'Juvenile', 'Larvae', 'All life stages']"
KE 1640,"Altered, Photoreceptor patterning",retina,10095,"['Male', 'Female']","['Embryo', 'Juvenile', 'Larvae', 'All life stages']"
KE 1640,"Altered, Photoreceptor patterning",retina,10116,"['Male', 'Female']","['Embryo', 'Juvenile', 'Larvae', 'All life stages']"
KE 1640,"Altered, Photoreceptor patterning",retina,7742,"['Male', 'Female']","['Embryo', 'Juvenile', 'Larvae', 'All life stages']"
KE 1641,Decreased retinoic acid (RA) synthesis,,Not specified,['Not specified'],['Not specified']
KE 1642,Decreased plasma RA level,,Not specified,['Not specified'],['Not specified']
KE 1643,"Altered, Visual function",eye,7955,['Unspecific'],"['Embryo', 'Juvenile', 'Larvae']"
KE 1651,Treatment-resistant gastric cancer,organ,9606,['Unspecific'],['All life stages']
KE 1753,Chronic reactive oxygen species,organ,9606,['Unspecific'],['All life stages']
KE 1754,Porcupine-induced Wnt secretion and Wnt signaling activation,organ,9606,['Unspecific'],['All life stages']
KE 1754,Porcupine-induced Wnt secretion and Wnt signaling activation,organ,10090,['Unspecific'],['All life stages']
KE 1755,beta-catenin activation,organ,9606,['Unspecific'],['All life stages']
KE 1656,"Antagonism, Thyroid Receptor",,9606,['Mixed'],['During development and at adulthood']
KE 1656,"Antagonism, Thyroid Receptor",,10090,['Mixed'],['During development and at adulthood']
KE 1657,Inhibition of cystathionine beta-synthase,,Not specified,['Not specified'],['Not specified']
KE 1661,Increased Homocysteine level,,Not specified,['Not specified'],['Not specified']
KE 1665,"Increased, Plasma HCY level",,Not specified,['Not specified'],['Not specified']
KE 1666,"Induced, dysfunction of microcirculation",,Not specified,['Not specified'],['Not specified']
KE 1667,"Impaired,anterior-posterior axis development",,Not specified,['Not specified'],['Not specified']
KE 1677,Reduced tidal volume,,Not specified,['Not specified'],['Not specified']
KE 1672,Inhibition of lung surfactant function,,9606,['Mixed'],['All life stages']
KE 1672,Inhibition of lung surfactant function,,10090,['Mixed'],['All life stages']
KE 1673,Alveolar collapse,,9606,['Mixed'],['All life stages']
KE 1673,Alveolar collapse,,10090,['Mixed'],['All life stages']
KE 1673,Alveolar collapse,,10116,['Mixed'],['All life stages']
KE 1668,Frustrated phagocytosis,,40674,['Unspecific'],['Adult']
KE 1669,"Increased, DNA damage and mutation",,40674,['Unspecific'],['Adult']
KE 1670,Lung cancer,,40674,['Unspecific'],['Adult']
KE 1680,"Inhibition, TBX1",,Not specified,['Not specified'],['Not specified']
KE 1681,"Disruption, Neural crest cell migration",,Not specified,['Not specified'],['Not specified']
KE 1682,"Disruption, Progenitor cells of second heart field",,Not specified,['Not specified'],['Not specified']
KE 1683,"Impairment, Fourth pharyngeal arch development",,Not specified,['Not specified'],['Not specified']
KE 1684,"Abnormalities, Cardiac outflow tract formation",,Not specified,['Not specified'],['Not specified']
KE 1685,"Anomalies, Congenital cardiac conotruncal",,Not specified,['Not specified'],['Not specified']
KE 1688,"anogenital distance (AGD), decreased",perineum,9606,['Male'],['Foetal']
KE 1688,"anogenital distance (AGD), decreased",perineum,10116,['Male'],['Foetal']
KE 1688,"anogenital distance (AGD), decreased",perineum,10090,['Male'],['Foetal']
KE 2298,"Decrease, intratesticular testosterone levels",testis,7742,['Male'],['During development and at adulthood']
KE 2298,"Decrease, intratesticular testosterone levels",testis,40674,['Male'],['During development and at adulthood']
KE 1691,"Antagonism,LH receptor",,Not specified,['Not specified'],['Not specified']
KE 1692,"Reduction, Progesterone synthesis",,Not specified,['Not specified'],['Not specified']
KE 1693,"Reduction, Plasma progesterone concentration",,7742,['Mixed'],['All life stages']
KE 1694,"Reduction, progesterone uptake, decresed maturation",,Not specified,['Not specified'],['Not specified']
KE 1695,Impaired ovulation,female gonad,40674,['Female'],['Adults']
KE 1696,Decrease of egg production and cummulative fecundity,,Not specified,['Not specified'],['Not specified']
KE 679,"Decline, Population trajectory",,Not specified,['Not specified'],['Not specified']
KE 1697,"Increase, DNA methyltransferase expression",,Not specified,['Not specified'],['Not specified']
KE 1698,"Increase, hypermethylation of the promotor region of gonadotropin releasing hormone receptor",,Not specified,['Not specified'],['Not specified']
KE 1699,"Decrease, expression of gonadotropin releasing hormone receptor",,Not specified,['Not specified'],['Not specified']
KE 1705,Impaired coordination and movement,,Not specified,['Not specified'],['Not specified']
KE 1706,"Stimulation, TLR7/8",,Not specified,['Not specified'],['Not specified']
KE 1707,"Increase, IL-23 from matured dendritic cells",immune system,Not specified,['Not specified'],['Not specified']
KE 1708,Th17 cell migration and inflammation induction,immune system,Not specified,['Not specified'],['Not specified']
KE 1709,Psoriatic skin disease,,Not specified,['Not specified'],['Not specified']
KE 1822,Maturation of TNF/iNOS-Producing Dendritic Cells,,Not specified,['Not specified'],['Not specified']
KE 1710,Binding to estrogen receptor (ER)-α in immune cells,immune system,9606,['Mixed'],['All life stages']
KE 1710,Binding to estrogen receptor (ER)-α in immune cells,immune system,10090,['Mixed'],['All life stages']
KE 1711,Induction of GATA3 expression,immune system,Not specified,['Mixed'],['All life stages']
KE 1712,Increase of Th2 cells producing IL-4,immune system,Not specified,['Mixed'],['All life stages']
KE 1713,Increase of anti-DNA antibody from autoreactive B cell,immune system,Not specified,['Mixed'],['All life stages']
KE 1714,Exacerbation of systemic lupus erythematosus (SLE),,Not specified,['Mixed'],['All life stages']
KE 1715,Inhibition of JAK3,immune system,9606,['Unspecific'],['All life stages']
KE 1715,Inhibition of JAK3,immune system,10090,['Unspecific'],['All life stages']
KE 1715,Inhibition of JAK3,immune system,10117,['Unspecific'],['All life stages']
KE 1716,Blockade of STAT5 phosphorylation,immune system,9606,['Unspecific'],['All life stages']
KE 1716,Blockade of STAT5 phosphorylation,immune system,10090,['Unspecific'],['All life stages']
KE 1717,Suppression of STAT5 binding to cytokine gene promoters,immune system,9606,['Unspecific'],['All life stages']
KE 1717,Suppression of STAT5 binding to cytokine gene promoters,immune system,60742,['Unspecific'],['All life stages']
KE 1718,Suppression of IL-4 production,immune system,9606,['Unspecific'],['All life stages']
KE 1718,Suppression of IL-4 production,immune system,10090,['Unspecific'],['All life stages']
KE 1719,Impairment of T-cell dependent antibody response,,9606,['Unspecific'],['All life stages']
KE 1719,Impairment of T-cell dependent antibody response,,10090,['Unspecific'],['All life stages']
KE 1720,Trypsin inhibition,,9606,['Mixed'],['All life stages']
KE 1720,Trypsin inhibition,,10090,['Mixed'],['All life stages']
KE 1720,Trypsin inhibition,,10116,['Mixed'],['All life stages']
KE 1720,Trypsin inhibition,,9541,['Mixed'],['All life stages']
KE 1721,Increased intestinal monitor peptide level,,9606,['Mixed'],['All life stages']
KE 1721,Increased intestinal monitor peptide level,,9541,['Mixed'],['All life stages']
KE 1721,Increased intestinal monitor peptide level,,10116,['Mixed'],['All life stages']
KE 1721,Increased intestinal monitor peptide level,,10090,['Mixed'],['All life stages']
KE 1722,Increased blood CCK level,,9606,['Mixed'],['All life stages']
KE 1722,Increased blood CCK level,,9541,['Mixed'],['All life stages']
KE 1722,Increased blood CCK level,,10116,['Mixed'],['All life stages']
KE 1722,Increased blood CCK level,,10090,['Mixed'],['All life stages']
KE 1723,Increased exocrine secretion from pancreatic acinar cells,,9606,['Mixed'],['All life stages']
KE 1723,Increased exocrine secretion from pancreatic acinar cells,,9541,['Mixed'],['All life stages']
KE 1723,Increased exocrine secretion from pancreatic acinar cells,,10116,['Mixed'],['All life stages']
KE 1723,Increased exocrine secretion from pancreatic acinar cells,,10090,['Mixed'],['All life stages']
KE 1724,Acinar cell proliferation,,9606,['Not specified'],['All life stages']
KE 1724,Acinar cell proliferation,,9541,['Not specified'],['All life stages']
KE 1724,Acinar cell proliferation,,10116,['Not specified'],['All life stages']
KE 1724,Acinar cell proliferation,,10090,['Not specified'],['All life stages']
KE 1725,Pancreatic acinar cell tumors,,9606,['Mixed'],['All life stages']
KE 1725,Pancreatic acinar cell tumors,,9541,['Mixed'],['All life stages']
KE 1725,Pancreatic acinar cell tumors,,10116,['Mixed'],['All life stages']
KE 1725,Pancreatic acinar cell tumors,,10090,['Mixed'],['All life stages']
KE 860,"Decreased, Mitochondrial Fatty Acid Beta Oxidation",,9606,"['Male', 'Female']",['Not Otherwise Specified']
KE 860,"Decreased, Mitochondrial Fatty Acid Beta Oxidation",,10090,"['Male', 'Female']",['Not Otherwise Specified']
KE 1834,"Decrease, Acyl-CoA dehydrogenases",,Not specified,['Not specified'],['Not specified']
KE 1752,Increased Angiotensin II,,Not specified,['Not specified'],['Not specified']
KE 1740,Induced dysregulation of ACE2,,Not specified,['Not specified'],['Not specified']
KE 1851,"Binding of agonist, Angiotensin II receptor type 1 receptor (AT1R)",,Not specified,['Not specified'],['Not specified']
KE 1172,"Increased activation, Nuclear factor kappa B (NF-kB)",tissue,9606,['Mixed'],['Not Otherwise Specified']
KE 1854,"Dysregulation, ACE2 expression and activity",,Not specified,['Not specified'],['Not specified']
KE 1738,SARS-CoV-2 cell entry,organ,9606,['Unspecific'],['All life stages']
KE 1738,SARS-CoV-2 cell entry,organ,9974,['Unspecific'],['All life stages']
KE 1738,SARS-CoV-2 cell entry,organ,9615,['Unspecific'],['All life stages']
KE 1738,SARS-CoV-2 cell entry,organ,9541,['Unspecific'],['All life stages']
KE 1738,SARS-CoV-2 cell entry,organ,10036,['Unspecific'],['All life stages']
KE 1738,SARS-CoV-2 cell entry,organ,9669,['Unspecific'],['All life stages']
KE 1738,SARS-CoV-2 cell entry,organ,9685,['Unspecific'],['All life stages']
KE 1738,SARS-CoV-2 cell entry,organ,9666,['Unspecific'],['All life stages']
KE 1738,SARS-CoV-2 cell entry,organ,452646,['Unspecific'],['All life stages']
KE 1738,SARS-CoV-2 cell entry,organ,9694,['Unspecific'],['All life stages']
KE 1739,Binding to ACE2,organ,9606,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 1739,Binding to ACE2,organ,10090,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 1739,Binding to ACE2,organ,9666,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 1739,Binding to ACE2,organ,9685,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 1739,Binding to ACE2,organ,9694,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 1739,Binding to ACE2,organ,9615,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 1748,"Increase, the risk of acute respiratory failure",,Not specified,['Not specified'],['Not specified']
KE 1750,Increased inflammatory immune responses,,Not specified,['Not specified'],['Not specified']
KE 1848,Toll Like Receptor (TLR) Dysregulation,,9606,"['Mixed', 'Male']","['Birth to < 1 month', 'Old Age', 'All life stages']"
KE 1848,Toll Like Receptor (TLR) Dysregulation,,10095,"['Mixed', 'Male']","['Birth to < 1 month', 'Old Age', 'All life stages']"
KE 1848,Toll Like Receptor (TLR) Dysregulation,,131567,"['Mixed', 'Male']","['Birth to < 1 month', 'Old Age', 'All life stages']"
KE 1847,Increased SARS-CoV-2 production,organ,9606,['Unspecific'],['All life stages']
KE 1847,Increased SARS-CoV-2 production,organ,10090,['Unspecific'],['All life stages']
KE 1847,Increased SARS-CoV-2 production,organ,9669,['Unspecific'],['All life stages']
KE 1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",organ,9606,['Unspecific'],['All life stages']
KE 1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",organ,9666,['Unspecific'],['All life stages']
KE 1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",organ,9685,['Unspecific'],['All life stages']
KE 1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",organ,9544,['Unspecific'],['All life stages']
KE 1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",organ,9615,['Unspecific'],['All life stages']
KE 1901,"Interferon-I antiviral response, antagonized by SARS-CoV-2",organ,40674,['Unspecific'],['All life stages']
KE 1365,"Increase, Apoptosis",,Not specified,['Not specified'],['Not specified']
KE 1757,"Reduce, Sperm count",,Not specified,['Not specified'],['Not specified']
KE 1756,"Decreased,  plasma 11-ketotestosterone level",blood plasma,70862,"['Male', 'Female']","['Juvenile', 'Adult, reproductively mature', 'Larvae']"
KE 1756,"Decreased,  plasma 11-ketotestosterone level",blood plasma,30483,"['Male', 'Female']","['Juvenile', 'Adult, reproductively mature', 'Larvae']"
KE 1756,"Decreased,  plasma 11-ketotestosterone level",blood plasma,40674,"['Male', 'Female']","['Juvenile', 'Adult, reproductively mature', 'Larvae']"
KE 1758,"Impaired, Spermatogenesis",testis,7742,['Male'],"['Adult, reproductively mature']"
KE 2147,"Decreased, Viable Offspring",,39108,['Unspecific'],"['Adult, reproductively mature', 'Adult']"
KE 1445,"Increase, Lipid peroxidation",,7955,['Unspecific'],['All life stages']
